title_id,title_name,genre,release_year,age_rating,popularity_score,description
974,Sci-Fi Journey 974,Sci-Fi,1999,PG-13,0.116,"An engaging sci-fi story that captivates audiences. Released in 1999, this title has received critical acclaim."
975,Action Secrets 975,Action,2015,PG-13,0.116,"An engaging action story that captivates audiences. Released in 2015, this title has received critical acclaim."
976,Animation Quest 976,Animation,2008,R,0.176,"An engaging animation story that captivates audiences. Released in 2008, this title has received critical acclaim."
977,Animation Journey 977,Animation,2018,PG-13,0.518,"An engaging animation story that captivates audiences. Released in 2018, this title has received critical acclaim."
978,Comedy Tales 978,Comedy,2002,G,0.354,"An engaging comedy story that captivates audiences. Released in 2002, this title has received critical acclaim."
979,Romance Legacy 979,Romance,2007,G,0.295,"An engaging romance story that captivates audiences. Released in 2007, this title has received critical acclaim."
980,Comedy Chronicles 980,Comedy,2010,PG-13,0.336,"An engaging comedy story that captivates audiences. Released in 2010, this title has received critical acclaim."
981,Thriller Tales 981,Thriller,2011,R,0.271,"An engaging thriller story that captivates audiences. Released in 2011, this title has received critical acclaim."
982,Thriller Secrets 982,Thriller,2010,PG-13,0.406,"An engaging thriller story that captivates audiences. Released in 2010, this title has received critical acclaim."
983,Thriller Secrets 983,Thriller,1993,PG,0.35,"An engaging thriller story that captivates audiences. Released in 1993, this title has received critical acclaim."
984,Fantasy Tales 984,Fantasy,1998,PG,0.156,"An engaging fantasy story that captivates audiences. Released in 1998, this title has received critical acclaim."
985,Thriller Quest 985,Thriller,2010,PG-13,0.164,"An engaging thriller story that captivates audiences. Released in 2010, this title has received critical acclaim."
986,Action Legacy 986,Action,1995,PG,0.182,"An engaging action story that captivates audiences. Released in 1995, this title has received critical acclaim."
987,Drama Quest 987,Drama,2019,R,0.121,"An engaging drama story that captivates audiences. Released in 2019, this title has received critical acclaim."
988,Horror Tales 988,Horror,2012,PG-13,0.241,"An engaging horror story that captivates audiences. Released in 2012, this title has received critical acclaim."
989,Drama Chronicles 989,Drama,2015,NC-17,0.109,"An engaging drama story that captivates audiences. Released in 2015, this title has received critical acclaim."
990,Fantasy Quest 990,Fantasy,2012,PG-13,0.134,"An engaging fantasy story that captivates audiences. Released in 2012, this title has received critical acclaim."
991,Fantasy Journey 991,Fantasy,2002,PG-13,0.34,"An engaging fantasy story that captivates audiences. Released in 2002, this title has received critical acclaim."
992,Comedy Legacy 992,Comedy,2015,PG-13,0.305,"An engaging comedy story that captivates audiences. Released in 2015, this title has received critical acclaim."
993,Romance Secrets 993,Romance,2006,PG,0.602,"An engaging romance story that captivates audiences. Released in 2006, this title has received critical acclaim."
994,Drama Quest 994,Drama,2016,PG,0.662,"An engaging drama story that captivates audiences. Released in 2016, this title has received critical acclaim."
995,Crime Chronicles 995,Crime,2006,G,0.216,"An engaging crime story that captivates audiences. Released in 2006, this title has received critical acclaim."
996,Animation Journey 996,Animation,2016,G,0.588,"An engaging animation story that captivates audiences. Released in 2016, this title has received critical acclaim."
997,Action Chronicles 997,Action,2010,PG,0.301,"An engaging action story that captivates audiences. Released in 2010, this title has received critical acclaim."
998,Action Tales 998,Action,2004,PG,0.164,"An engaging action story that captivates audiences. Released in 2004, this title has received critical acclaim."
999,Mystery Journey 999,Mystery,2017,PG-13,0.614,"An engaging mystery story that captivates audiences. Released in 2017, this title has received critical acclaim."
1000,Sci-Fi Chronicles 1000,Sci-Fi,1994,PG-13,0.223,"An engaging sci-fi story that captivates audiences. Released in 1994, this title has received critical acclaim."
1001,Fantasy Tales 1001,Fantasy,2020,R,0.603,"An engaging fantasy story that captivates audiences. Released in 2020, this title has received critical acclaim."
1002,Fantasy Journey 1002,Fantasy,2020,R,0.121,"An engaging fantasy story that captivates audiences. Released in 2020, this title has received critical acclaim."
1003,Romance Journey 1003,Romance,1991,PG,0.529,"An engaging romance story that captivates audiences. Released in 1991, this title has received critical acclaim."
1004,Romance Quest 1004,Romance,2022,PG,0.269,"An engaging romance story that captivates audiences. Released in 2022, this title has received critical acclaim."
1005,Fantasy Secrets 1005,Fantasy,2018,PG,0.155,"An engaging fantasy story that captivates audiences. Released in 2018, this title has received critical acclaim."
1006,Horror Secrets 1006,Horror,2010,PG,0.516,"An engaging horror story that captivates audiences. Released in 2010, this title has received critical acclaim."
1007,Sci-Fi Quest 1007,Sci-Fi,1990,R,0.307,"An engaging sci-fi story that captivates audiences. Released in 1990, this title has received critical acclaim."
1008,Mystery Quest 1008,Mystery,2008,PG-13,0.665,"An engaging mystery story that captivates audiences. Released in 2008, this title has received critical acclaim."
1009,Animation Chronicles 1009,Animation,2010,PG-13,0.244,"An engaging animation story that captivates audiences. Released in 2010, this title has received critical acclaim."
1010,Documentary Chronicles 1010,Documentary,2000,R,0.175,"An engaging documentary story that captivates audiences. Released in 2000, this title has received critical acclaim."
1011,Thriller Legacy 1011,Thriller,2015,PG-13,0.363,"An engaging thriller story that captivates audiences. Released in 2015, this title has received critical acclaim."
1012,Sci-Fi Journey 1012,Sci-Fi,2010,PG-13,0.376,"An engaging sci-fi story that captivates audiences. Released in 2010, this title has received critical acclaim."
1013,Action Chronicles 1013,Action,2007,PG-13,0.681,"An engaging action story that captivates audiences. Released in 2007, this title has received critical acclaim."
1014,Documentary Tales 1014,Documentary,2011,G,0.408,"An engaging documentary story that captivates audiences. Released in 2011, this title has received critical acclaim."
1015,Drama Journey 1015,Drama,1996,PG-13,0.409,"An engaging drama story that captivates audiences. Released in 1996, this title has received critical acclaim."
1016,Documentary Secrets 1016,Documentary,2006,R,0.137,"An engaging documentary story that captivates audiences. Released in 2006, this title has received critical acclaim."
1017,Romance Tales 1017,Romance,1992,PG-13,0.636,"An engaging romance story that captivates audiences. Released in 1992, this title has received critical acclaim."
1018,Fantasy Legacy 1018,Fantasy,2004,PG-13,0.648,"An engaging fantasy story that captivates audiences. Released in 2004, this title has received critical acclaim."
1019,Action Tales 1019,Action,2016,PG,0.262,"An engaging action story that captivates audiences. Released in 2016, this title has received critical acclaim."
1020,Drama Secrets 1020,Drama,2008,R,0.489,"An engaging drama story that captivates audiences. Released in 2008, this title has received critical acclaim."
1021,Action Chronicles 1021,Action,2015,R,0.54,"An engaging action story that captivates audiences. Released in 2015, this title has received critical acclaim."
1022,Crime Quest 1022,Crime,2015,PG-13,0.34,"An engaging crime story that captivates audiences. Released in 2015, this title has received critical acclaim."
1023,Romance Secrets 1023,Romance,1994,PG-13,0.143,"An engaging romance story that captivates audiences. Released in 1994, this title has received critical acclaim."
1024,Comedy Legacy 1024,Comedy,1994,PG-13,0.249,"An engaging comedy story that captivates audiences. Released in 1994, this title has received critical acclaim."
1025,Horror Quest 1025,Horror,1993,PG,0.601,"An engaging horror story that captivates audiences. Released in 1993, this title has received critical acclaim."
1026,Mystery Secrets 1026,Mystery,1995,R,0.694,"An engaging mystery story that captivates audiences. Released in 1995, this title has received critical acclaim."
1027,Animation Tales 1027,Animation,2018,G,0.473,"An engaging animation story that captivates audiences. Released in 2018, this title has received critical acclaim."
1028,Documentary Legacy 1028,Documentary,2002,PG-13,0.282,"An engaging documentary story that captivates audiences. Released in 2002, this title has received critical acclaim."
1029,Documentary Chronicles 1029,Documentary,1990,PG-13,0.242,"An engaging documentary story that captivates audiences. Released in 1990, this title has received critical acclaim."
1030,Horror Quest 1030,Horror,1996,PG-13,0.658,"An engaging horror story that captivates audiences. Released in 1996, this title has received critical acclaim."
1031,Comedy Secrets 1031,Comedy,2020,NC-17,0.146,"An engaging comedy story that captivates audiences. Released in 2020, this title has received critical acclaim."
1032,Comedy Tales 1032,Comedy,2004,PG-13,0.424,"An engaging comedy story that captivates audiences. Released in 2004, this title has received critical acclaim."
1033,Mystery Quest 1033,Mystery,2009,PG-13,0.519,"An engaging mystery story that captivates audiences. Released in 2009, this title has received critical acclaim."
1034,Mystery Legacy 1034,Mystery,1993,R,0.382,"An engaging mystery story that captivates audiences. Released in 1993, this title has received critical acclaim."
1035,Mystery Journey 1035,Mystery,2009,R,0.343,"An engaging mystery story that captivates audiences. Released in 2009, this title has received critical acclaim."
1036,Mystery Tales 1036,Mystery,2001,PG-13,0.392,"An engaging mystery story that captivates audiences. Released in 2001, this title has received critical acclaim."
1037,Thriller Secrets 1037,Thriller,1999,PG,0.108,"An engaging thriller story that captivates audiences. Released in 1999, this title has received critical acclaim."
1038,Mystery Journey 1038,Mystery,1996,PG-13,0.628,"An engaging mystery story that captivates audiences. Released in 1996, this title has received critical acclaim."
1039,Romance Legacy 1039,Romance,2014,R,0.554,"An engaging romance story that captivates audiences. Released in 2014, this title has received critical acclaim."
1040,Action Legacy 1040,Action,2019,PG-13,0.299,"An engaging action story that captivates audiences. Released in 2019, this title has received critical acclaim."
1041,Romance Secrets 1041,Romance,1992,R,0.425,"An engaging romance story that captivates audiences. Released in 1992, this title has received critical acclaim."
1042,Comedy Tales 1042,Comedy,2011,R,0.331,"An engaging comedy story that captivates audiences. Released in 2011, this title has received critical acclaim."
1043,Mystery Journey 1043,Mystery,1991,PG-13,0.202,"An engaging mystery story that captivates audiences. Released in 1991, this title has received critical acclaim."
1044,Action Tales 1044,Action,2020,PG-13,0.623,"An engaging action story that captivates audiences. Released in 2020, this title has received critical acclaim."
1045,Mystery Chronicles 1045,Mystery,2000,PG-13,0.296,"An engaging mystery story that captivates audiences. Released in 2000, this title has received critical acclaim."
1046,Animation Chronicles 1046,Animation,1995,R,0.429,"An engaging animation story that captivates audiences. Released in 1995, this title has received critical acclaim."
1047,Fantasy Legacy 1047,Fantasy,2010,R,0.301,"An engaging fantasy story that captivates audiences. Released in 2010, this title has received critical acclaim."
1048,Romance Secrets 1048,Romance,2002,PG,0.366,"An engaging romance story that captivates audiences. Released in 2002, this title has received critical acclaim."
1049,Crime Tales 1049,Crime,2015,R,0.596,"An engaging crime story that captivates audiences. Released in 2015, this title has received critical acclaim."
1050,Mystery Tales 1050,Mystery,2019,PG-13,0.573,"An engaging mystery story that captivates audiences. Released in 2019, this title has received critical acclaim."
1051,Horror Secrets 1051,Horror,2006,PG-13,0.172,"An engaging horror story that captivates audiences. Released in 2006, this title has received critical acclaim."
1052,Mystery Tales 1052,Mystery,2004,PG-13,0.422,"An engaging mystery story that captivates audiences. Released in 2004, this title has received critical acclaim."
1053,Drama Chronicles 1053,Drama,2002,PG-13,0.37,"An engaging drama story that captivates audiences. Released in 2002, this title has received critical acclaim."
1054,Action Secrets 1054,Action,1992,R,0.202,"An engaging action story that captivates audiences. Released in 1992, this title has received critical acclaim."
1055,Animation Tales 1055,Animation,2005,G,0.596,"An engaging animation story that captivates audiences. Released in 2005, this title has received critical acclaim."
1056,Mystery Legacy 1056,Mystery,2007,PG-13,0.592,"An engaging mystery story that captivates audiences. Released in 2007, this title has received critical acclaim."
1057,Mystery Journey 1057,Mystery,1998,PG-13,0.487,"An engaging mystery story that captivates audiences. Released in 1998, this title has received critical acclaim."
1058,Documentary Quest 1058,Documentary,2002,PG-13,0.315,"An engaging documentary story that captivates audiences. Released in 2002, this title has received critical acclaim."
1059,Horror Tales 1059,Horror,2019,PG-13,0.606,"An engaging horror story that captivates audiences. Released in 2019, this title has received critical acclaim."
1060,Fantasy Chronicles 1060,Fantasy,2008,PG,0.373,"An engaging fantasy story that captivates audiences. Released in 2008, this title has received critical acclaim."
1061,Crime Legacy 1061,Crime,2000,PG,0.272,"An engaging crime story that captivates audiences. Released in 2000, this title has received critical acclaim."
1062,Drama Quest 1062,Drama,2003,PG,0.652,"An engaging drama story that captivates audiences. Released in 2003, this title has received critical acclaim."
1063,Drama Journey 1063,Drama,1994,PG-13,0.438,"An engaging drama story that captivates audiences. Released in 1994, this title has received critical acclaim."
1064,Animation Chronicles 1064,Animation,2020,PG-13,0.515,"An engaging animation story that captivates audiences. Released in 2020, this title has received critical acclaim."
1065,Drama Tales 1065,Drama,2018,G,0.609,"An engaging drama story that captivates audiences. Released in 2018, this title has received critical acclaim."
1066,Crime Quest 1066,Crime,2017,G,0.118,"An engaging crime story that captivates audiences. Released in 2017, this title has received critical acclaim."
1067,Romance Secrets 1067,Romance,2013,NC-17,0.164,"An engaging romance story that captivates audiences. Released in 2013, this title has received critical acclaim."
1068,Fantasy Legacy 1068,Fantasy,2010,G,0.631,"An engaging fantasy story that captivates audiences. Released in 2010, this title has received critical acclaim."
1069,Crime Secrets 1069,Crime,1990,PG-13,0.346,"An engaging crime story that captivates audiences. Released in 1990, this title has received critical acclaim."
1070,Fantasy Journey 1070,Fantasy,2008,R,0.349,"An engaging fantasy story that captivates audiences. Released in 2008, this title has received critical acclaim."
1071,Action Secrets 1071,Action,2008,PG,0.515,"An engaging action story that captivates audiences. Released in 2008, this title has received critical acclaim."
1072,Animation Journey 1072,Animation,1998,PG-13,0.41,"An engaging animation story that captivates audiences. Released in 1998, this title has received critical acclaim."
1073,Sci-Fi Legacy 1073,Sci-Fi,2008,PG,0.136,"An engaging sci-fi story that captivates audiences. Released in 2008, this title has received critical acclaim."
1074,Thriller Chronicles 1074,Thriller,1994,PG,0.396,"An engaging thriller story that captivates audiences. Released in 1994, this title has received critical acclaim."
1075,Documentary Journey 1075,Documentary,2005,G,0.25,"An engaging documentary story that captivates audiences. Released in 2005, this title has received critical acclaim."
1076,Action Tales 1076,Action,2008,PG-13,0.359,"An engaging action story that captivates audiences. Released in 2008, this title has received critical acclaim."
1077,Sci-Fi Secrets 1077,Sci-Fi,1997,PG,0.464,"An engaging sci-fi story that captivates audiences. Released in 1997, this title has received critical acclaim."
1078,Fantasy Quest 1078,Fantasy,2000,R,0.51,"An engaging fantasy story that captivates audiences. Released in 2000, this title has received critical acclaim."
1079,Documentary Secrets 1079,Documentary,2006,PG-13,0.688,"An engaging documentary story that captivates audiences. Released in 2006, this title has received critical acclaim."
1080,Action Legacy 1080,Action,2022,R,0.503,"An engaging action story that captivates audiences. Released in 2022, this title has received critical acclaim."
1081,Mystery Quest 1081,Mystery,2020,PG-13,0.682,"An engaging mystery story that captivates audiences. Released in 2020, this title has received critical acclaim."
1082,Sci-Fi Tales 1082,Sci-Fi,2000,PG,0.118,"An engaging sci-fi story that captivates audiences. Released in 2000, this title has received critical acclaim."
1083,Horror Quest 1083,Horror,2010,R,0.699,"An engaging horror story that captivates audiences. Released in 2010, this title has received critical acclaim."
1084,Mystery Tales 1084,Mystery,2022,G,0.371,"An engaging mystery story that captivates audiences. Released in 2022, this title has received critical acclaim."
1085,Sci-Fi Tales 1085,Sci-Fi,2010,PG-13,0.232,"An engaging sci-fi story that captivates audiences. Released in 2010, this title has received critical acclaim."
1086,Sci-Fi Legacy 1086,Sci-Fi,2019,R,0.192,"An engaging sci-fi story that captivates audiences. Released in 2019, this title has received critical acclaim."
1087,Action Chronicles 1087,Action,2008,R,0.654,"An engaging action story that captivates audiences. Released in 2008, this title has received critical acclaim."
1088,Fantasy Tales 1088,Fantasy,2018,PG-13,0.56,"An engaging fantasy story that captivates audiences. Released in 2018, this title has received critical acclaim."
1089,Documentary Chronicles 1089,Documentary,2017,PG-13,0.224,"An engaging documentary story that captivates audiences. Released in 2017, this title has received critical acclaim."
1090,Romance Chronicles 1090,Romance,1998,PG-13,0.336,"An engaging romance story that captivates audiences. Released in 1998, this title has received critical acclaim."
1091,Thriller Tales 1091,Thriller,1997,G,0.377,"An engaging thriller story that captivates audiences. Released in 1997, this title has received critical acclaim."
1092,Romance Legacy 1092,Romance,1993,PG,0.577,"An engaging romance story that captivates audiences. Released in 1993, this title has received critical acclaim."
1093,Animation Journey 1093,Animation,2014,PG-13,0.369,"An engaging animation story that captivates audiences. Released in 2014, this title has received critical acclaim."
1094,Romance Journey 1094,Romance,2013,PG,0.374,"An engaging romance story that captivates audiences. Released in 2013, this title has received critical acclaim."
1095,Comedy Legacy 1095,Comedy,2010,NC-17,0.431,"An engaging comedy story that captivates audiences. Released in 2010, this title has received critical acclaim."
1096,Thriller Chronicles 1096,Thriller,1991,PG,0.128,"An engaging thriller story that captivates audiences. Released in 1991, this title has received critical acclaim."
1097,Horror Tales 1097,Horror,2011,R,0.215,"An engaging horror story that captivates audiences. Released in 2011, this title has received critical acclaim."
1098,Crime Chronicles 1098,Crime,2002,PG-13,0.459,"An engaging crime story that captivates audiences. Released in 2002, this title has received critical acclaim."
1099,Documentary Secrets 1099,Documentary,1993,PG-13,0.277,"An engaging documentary story that captivates audiences. Released in 1993, this title has received critical acclaim."
1100,Fantasy Chronicles 1100,Fantasy,2015,PG-13,0.644,"An engaging fantasy story that captivates audiences. Released in 2015, this title has received critical acclaim."
1101,Fantasy Tales 1101,Fantasy,2007,PG-13,0.671,"An engaging fantasy story that captivates audiences. Released in 2007, this title has received critical acclaim."
1102,Sci-Fi Quest 1102,Sci-Fi,2004,R,0.508,"An engaging sci-fi story that captivates audiences. Released in 2004, this title has received critical acclaim."
1103,Fantasy Tales 1103,Fantasy,1999,PG,0.434,"An engaging fantasy story that captivates audiences. Released in 1999, this title has received critical acclaim."
1104,Documentary Secrets 1104,Documentary,1996,G,0.558,"An engaging documentary story that captivates audiences. Released in 1996, this title has received critical acclaim."
1105,Sci-Fi Legacy 1105,Sci-Fi,1990,PG-13,0.394,"An engaging sci-fi story that captivates audiences. Released in 1990, this title has received critical acclaim."
1106,Sci-Fi Journey 1106,Sci-Fi,2019,PG-13,0.633,"An engaging sci-fi story that captivates audiences. Released in 2019, this title has received critical acclaim."
1107,Sci-Fi Secrets 1107,Sci-Fi,1994,R,0.127,"An engaging sci-fi story that captivates audiences. Released in 1994, this title has received critical acclaim."
1108,Animation Secrets 1108,Animation,2008,PG-13,0.146,"An engaging animation story that captivates audiences. Released in 2008, this title has received critical acclaim."
1109,Documentary Tales 1109,Documentary,2010,PG-13,0.212,"An engaging documentary story that captivates audiences. Released in 2010, this title has received critical acclaim."
1110,Comedy Legacy 1110,Comedy,2010,PG,0.167,"An engaging comedy story that captivates audiences. Released in 2010, this title has received critical acclaim."
1111,Action Journey 1111,Action,2001,NC-17,0.502,"An engaging action story that captivates audiences. Released in 2001, this title has received critical acclaim."
1112,Romance Journey 1112,Romance,2014,PG-13,0.406,"An engaging romance story that captivates audiences. Released in 2014, this title has received critical acclaim."
1113,Comedy Quest 1113,Comedy,1990,R,0.419,"An engaging comedy story that captivates audiences. Released in 1990, this title has received critical acclaim."
1114,Fantasy Tales 1114,Fantasy,2012,PG-13,0.202,"An engaging fantasy story that captivates audiences. Released in 2012, this title has received critical acclaim."
1115,Thriller Tales 1115,Thriller,2000,PG-13,0.477,"An engaging thriller story that captivates audiences. Released in 2000, this title has received critical acclaim."
1116,Romance Legacy 1116,Romance,2006,PG-13,0.146,"An engaging romance story that captivates audiences. Released in 2006, this title has received critical acclaim."
1117,Thriller Journey 1117,Thriller,2004,G,0.355,"An engaging thriller story that captivates audiences. Released in 2004, this title has received critical acclaim."
1118,Action Secrets 1118,Action,2007,PG-13,0.231,"An engaging action story that captivates audiences. Released in 2007, this title has received critical acclaim."
1119,Documentary Legacy 1119,Documentary,2023,R,0.387,"An engaging documentary story that captivates audiences. Released in 2023, this title has received critical acclaim."
1120,Fantasy Chronicles 1120,Fantasy,2021,PG-13,0.331,"An engaging fantasy story that captivates audiences. Released in 2021, this title has received critical acclaim."
1121,Fantasy Tales 1121,Fantasy,1990,R,0.109,"An engaging fantasy story that captivates audiences. Released in 1990, this title has received critical acclaim."
1122,Horror Secrets 1122,Horror,2017,PG-13,0.666,"An engaging horror story that captivates audiences. Released in 2017, this title has received critical acclaim."
1123,Thriller Legacy 1123,Thriller,1995,PG-13,0.309,"An engaging thriller story that captivates audiences. Released in 1995, this title has received critical acclaim."
1124,Horror Secrets 1124,Horror,2020,R,0.336,"An engaging horror story that captivates audiences. Released in 2020, this title has received critical acclaim."
1125,Mystery Quest 1125,Mystery,1996,PG,0.584,"An engaging mystery story that captivates audiences. Released in 1996, this title has received critical acclaim."
1126,Comedy Quest 1126,Comedy,1990,R,0.687,"An engaging comedy story that captivates audiences. Released in 1990, this title has received critical acclaim."
1127,Fantasy Chronicles 1127,Fantasy,1994,G,0.492,"An engaging fantasy story that captivates audiences. Released in 1994, this title has received critical acclaim."
1128,Sci-Fi Secrets 1128,Sci-Fi,2018,PG-13,0.571,"An engaging sci-fi story that captivates audiences. Released in 2018, this title has received critical acclaim."
1129,Horror Quest 1129,Horror,1991,PG-13,0.239,"An engaging horror story that captivates audiences. Released in 1991, this title has received critical acclaim."
1130,Fantasy Secrets 1130,Fantasy,2023,R,0.618,"An engaging fantasy story that captivates audiences. Released in 2023, this title has received critical acclaim."
1131,Drama Quest 1131,Drama,2014,PG,0.188,"An engaging drama story that captivates audiences. Released in 2014, this title has received critical acclaim."
1132,Documentary Legacy 1132,Documentary,2011,NC-17,0.677,"An engaging documentary story that captivates audiences. Released in 2011, this title has received critical acclaim."
1133,Animation Secrets 1133,Animation,2019,G,0.416,"An engaging animation story that captivates audiences. Released in 2019, this title has received critical acclaim."
1134,Fantasy Tales 1134,Fantasy,1993,PG-13,0.647,"An engaging fantasy story that captivates audiences. Released in 1993, this title has received critical acclaim."
1135,Horror Secrets 1135,Horror,2021,NC-17,0.436,"An engaging horror story that captivates audiences. Released in 2021, this title has received critical acclaim."
1136,Documentary Legacy 1136,Documentary,1998,R,0.287,"An engaging documentary story that captivates audiences. Released in 1998, this title has received critical acclaim."
1137,Drama Tales 1137,Drama,2008,R,0.162,"An engaging drama story that captivates audiences. Released in 2008, this title has received critical acclaim."
1138,Sci-Fi Tales 1138,Sci-Fi,1995,R,0.257,"An engaging sci-fi story that captivates audiences. Released in 1995, this title has received critical acclaim."
1139,Comedy Chronicles 1139,Comedy,2001,R,0.323,"An engaging comedy story that captivates audiences. Released in 2001, this title has received critical acclaim."
1140,Animation Journey 1140,Animation,2001,R,0.628,"An engaging animation story that captivates audiences. Released in 2001, this title has received critical acclaim."
1141,Drama Tales 1141,Drama,1997,PG-13,0.581,"An engaging drama story that captivates audiences. Released in 1997, this title has received critical acclaim."
1142,Documentary Quest 1142,Documentary,2017,PG-13,0.614,"An engaging documentary story that captivates audiences. Released in 2017, this title has received critical acclaim."
1143,Crime Quest 1143,Crime,1997,PG,0.195,"An engaging crime story that captivates audiences. Released in 1997, this title has received critical acclaim."
1144,Animation Legacy 1144,Animation,2000,R,0.135,"An engaging animation story that captivates audiences. Released in 2000, this title has received critical acclaim."
1145,Romance Legacy 1145,Romance,2013,G,0.437,"An engaging romance story that captivates audiences. Released in 2013, this title has received critical acclaim."
1146,Crime Quest 1146,Crime,2018,NC-17,0.502,"An engaging crime story that captivates audiences. Released in 2018, this title has received critical acclaim."
1147,Horror Quest 1147,Horror,1990,PG-13,0.15,"An engaging horror story that captivates audiences. Released in 1990, this title has received critical acclaim."
1148,Romance Journey 1148,Romance,2004,PG-13,0.65,"An engaging romance story that captivates audiences. Released in 2004, this title has received critical acclaim."
1149,Thriller Legacy 1149,Thriller,2004,PG,0.431,"An engaging thriller story that captivates audiences. Released in 2004, this title has received critical acclaim."
1150,Documentary Chronicles 1150,Documentary,1992,PG-13,0.322,"An engaging documentary story that captivates audiences. Released in 1992, this title has received critical acclaim."
1151,Thriller Tales 1151,Thriller,1993,G,0.644,"An engaging thriller story that captivates audiences. Released in 1993, this title has received critical acclaim."
1152,Documentary Secrets 1152,Documentary,2021,PG,0.574,"An engaging documentary story that captivates audiences. Released in 2021, this title has received critical acclaim."
1153,Romance Quest 1153,Romance,1999,NC-17,0.596,"An engaging romance story that captivates audiences. Released in 1999, this title has received critical acclaim."
1154,Romance Tales 1154,Romance,2003,NC-17,0.124,"An engaging romance story that captivates audiences. Released in 2003, this title has received critical acclaim."
1155,Fantasy Secrets 1155,Fantasy,2018,R,0.245,"An engaging fantasy story that captivates audiences. Released in 2018, this title has received critical acclaim."
1156,Mystery Tales 1156,Mystery,2014,R,0.293,"An engaging mystery story that captivates audiences. Released in 2014, this title has received critical acclaim."
1157,Crime Legacy 1157,Crime,1999,R,0.683,"An engaging crime story that captivates audiences. Released in 1999, this title has received critical acclaim."
1158,Mystery Secrets 1158,Mystery,1992,G,0.552,"An engaging mystery story that captivates audiences. Released in 1992, this title has received critical acclaim."
1159,Mystery Tales 1159,Mystery,2018,PG-13,0.36,"An engaging mystery story that captivates audiences. Released in 2018, this title has received critical acclaim."
1160,Crime Secrets 1160,Crime,2000,PG,0.647,"An engaging crime story that captivates audiences. Released in 2000, this title has received critical acclaim."
1161,Romance Chronicles 1161,Romance,2001,R,0.28,"An engaging romance story that captivates audiences. Released in 2001, this title has received critical acclaim."
1162,Comedy Journey 1162,Comedy,1992,R,0.325,"An engaging comedy story that captivates audiences. Released in 1992, this title has received critical acclaim."
1163,Thriller Legacy 1163,Thriller,2000,PG-13,0.462,"An engaging thriller story that captivates audiences. Released in 2000, this title has received critical acclaim."
1164,Crime Journey 1164,Crime,1998,PG,0.189,"An engaging crime story that captivates audiences. Released in 1998, this title has received critical acclaim."
1165,Romance Chronicles 1165,Romance,1991,G,0.303,"An engaging romance story that captivates audiences. Released in 1991, this title has received critical acclaim."
1166,Comedy Tales 1166,Comedy,2002,R,0.211,"An engaging comedy story that captivates audiences. Released in 2002, this title has received critical acclaim."
1167,Fantasy Tales 1167,Fantasy,2008,PG,0.361,"An engaging fantasy story that captivates audiences. Released in 2008, this title has received critical acclaim."
1168,Thriller Chronicles 1168,Thriller,1991,PG-13,0.697,"An engaging thriller story that captivates audiences. Released in 1991, this title has received critical acclaim."
1169,Romance Secrets 1169,Romance,1996,PG-13,0.454,"An engaging romance story that captivates audiences. Released in 1996, this title has received critical acclaim."
1170,Fantasy Journey 1170,Fantasy,2021,R,0.159,"An engaging fantasy story that captivates audiences. Released in 2021, this title has received critical acclaim."
1171,Drama Legacy 1171,Drama,2016,R,0.543,"An engaging drama story that captivates audiences. Released in 2016, this title has received critical acclaim."
1172,Documentary Secrets 1172,Documentary,2021,PG-13,0.537,"An engaging documentary story that captivates audiences. Released in 2021, this title has received critical acclaim."
1173,Comedy Legacy 1173,Comedy,1998,G,0.133,"An engaging comedy story that captivates audiences. Released in 1998, this title has received critical acclaim."
1174,Animation Quest 1174,Animation,2006,NC-17,0.244,"An engaging animation story that captivates audiences. Released in 2006, this title has received critical acclaim."
1175,Romance Legacy 1175,Romance,2019,PG-13,0.467,"An engaging romance story that captivates audiences. Released in 2019, this title has received critical acclaim."
1176,Fantasy Secrets 1176,Fantasy,2009,R,0.124,"An engaging fantasy story that captivates audiences. Released in 2009, this title has received critical acclaim."
1177,Animation Secrets 1177,Animation,2001,G,0.601,"An engaging animation story that captivates audiences. Released in 2001, this title has received critical acclaim."
1178,Horror Legacy 1178,Horror,2019,PG,0.475,"An engaging horror story that captivates audiences. Released in 2019, this title has received critical acclaim."
1179,Thriller Tales 1179,Thriller,1999,PG,0.181,"An engaging thriller story that captivates audiences. Released in 1999, this title has received critical acclaim."
1180,Animation Secrets 1180,Animation,1995,PG-13,0.426,"An engaging animation story that captivates audiences. Released in 1995, this title has received critical acclaim."
1181,Mystery Journey 1181,Mystery,2004,R,0.253,"An engaging mystery story that captivates audiences. Released in 2004, this title has received critical acclaim."
1182,Comedy Secrets 1182,Comedy,2005,R,0.38,"An engaging comedy story that captivates audiences. Released in 2005, this title has received critical acclaim."
1183,Action Tales 1183,Action,2023,PG-13,0.368,"An engaging action story that captivates audiences. Released in 2023, this title has received critical acclaim."
1184,Mystery Chronicles 1184,Mystery,2000,PG-13,0.197,"An engaging mystery story that captivates audiences. Released in 2000, this title has received critical acclaim."
1185,Crime Secrets 1185,Crime,1998,R,0.185,"An engaging crime story that captivates audiences. Released in 1998, this title has received critical acclaim."
1186,Horror Journey 1186,Horror,2000,G,0.525,"An engaging horror story that captivates audiences. Released in 2000, this title has received critical acclaim."
1187,Thriller Quest 1187,Thriller,2008,PG-13,0.48,"An engaging thriller story that captivates audiences. Released in 2008, this title has received critical acclaim."
